0,0,0,0,0,0,0,0,0,0,0
1,0.841470985,0.745624142,0.678430477,0.627571832,0.587180997,0.554016391,0.526107076,0.502170676,0,0
2,0.909297427,0.789072344,0.70970004,0.651606264,0.606464345,0.569965893,0.539603334,0.513795727,1,1
3,0.141120008,0.140652077,0.140188782,0.139730047,0.139275798,0.138825961,0.138380467,0.137939245,0,0
4,-0.756802495,-0.686600261,-0.633911473,-0.592300821,-0.558271394,-0.529720835,-0.505292456,-0.48406337,1,0
5,-0.958924275,-0.818574144,-0.730172338,-0.666998047,-0.618630197,-0.579919762,-0.547956819,-0.520944277,0,0
6,-0.279415498,-0.275793863,-0.272310885,-0.268957886,-0.265726933,-0.262610756,-0.259602682,-0.256696567,1,0
7,0.656986599,0.610733508,0.573468525,0.542548951,0.516320576,0.493683707,0.473872944,0.456335874,0,0
8,0.989358247,0.835673683,0.741748504,0.675578096,0.625348536,0.585379887,0.552516059,0.524830574,1,1
9,0.412118485,0.400551339,0.3899261,0.380120063,0.371031965,0.362577369,0.354685212,0.347295188,0,0
10,-0.544021111,-0.517580767,-0.494779229,-0.474837369,-0.457193814,-0.441431872,-0.427234517,-0.414355482,1,0
11,-0.999990207,-0.841465693,-0.745620616,-0.678427887,-0.627569815,-0.587179364,-0.554015032,-0.52610592,0,0
12,-0.536572918,-0.51119354,-0.489218555,-0.46993625,-0.452829447,-0.437511557,-0.423686725,-0.411123982,1,0
13,0.420167037,0.407912967,0.3966944,0.386371561,0.376829943,0.367974691,0.359726441,0.352018197,0,0
14,0.990607356,0.836359074,0.742208007,0.67591681,0.625612814,0.585594133,0.552694621,0.524982559,1,1
15,0.65028784,0.605415526,0.569103798,0.538877319,0.513172734,0.490943772,0.471458399,0.454186066,0,0
16,-0.287903317,-0.283942464,-0.280142418,-0.276492517,-0.27298307,-0.269605242,-0.266350959,-0.263212829,1,0
17,-0.961397492,-0.819992258,-0.731140548,-0.667719108,-0.619196561,-0.580381071,-0.548342649,-0.521273579,0,0
18,-0.750987247,-0.682360785,-0.630626952,-0.589651237,-0.556071188,-0.5278534,-0.503680077,-0.482651856,1,0
19,0.14987721,0.14931672,0.14876249,0.148214404,0.14767235,0.147136216,0.146605897,0.146081287,0,0
20,0.912945251,0.791307948,0.711273258,0.652798832,0.607412138,0.570744408,0.540258617,0.514357792,1,1
21,0.836655639,0.742406723,0.676063246,0.625727047,0.585686727,0.552771784,0.525048232,0.501254741,0,0
22,-0.008851309,-0.008851194,-0.008851078,-0.008850963,-0.008850847,-0.008850731,-0.008850616,-0.0088505,1,0
23,-0.846220404,-0.748780575,-0.680746014,-0.629372929,-0.588637952,-0.555228726,-0.527137681,-0.503061644,0,0
24,-0.905578362,-0.786782269,-0.708084814,-0.650380173,-0.605489011,-0.569164221,-0.538928217,-0.513216419,1,0
25,-0.13235175,-0.131965688,-0.131582992,-0.131203614,-0.130827506,-0.130454622,-0.130084915,-0.129718341,0,0
26,0.76255845,0.690773645,0.637133663,0.594893914,0.560420897,0.531542758,0.506863841,0.485437785,1,1
27,0.956375928,0.817107716,0.729169597,0.66625061,0.618042776,0.579441106,0.547556357,0.520602405,0,0
28,0.270905788,0.2676043,0.264421767,0.261351176,0.25838608,0.255520542,0.252749083,0.250066642,1,1
29,-0.663633884,-0.615983538,-0.577761571,-0.546150203,-0.519401317,-0.4963605,-0.476228409,-0.458430517,0,0
30,-0.988031624,-0.834944332,-0.741259147,-0.675217218,-0.625066885,-0.585151513,-0.552325694,-0.524668525,1,0
31,-0.404037645,-0.393134076,-0.383085278,-0.373783888,-0.365140657,-0.357080682,-0.349540556,-0.342466182,0,0
32,0.551426681,0.523902977,0.500263423,0.479656698,0.461474641,0.445268979,0.430700648,0.417507565,1,1
33,0.99991186,0.841423359,0.745592405,0.678407161,0.627553679,0.587166302,0.554004158,0.526096672,0,0
34,0.529082686,0.504741664,0.483581335,0.464952833,0.448380642,0.433506818,0.42005581,0.407811412,1,1
35,-0.428182669,-0.415218224,-0.403389621,-0.392538147,-0.382534743,-0.373273201,-0.364665185,-0.356636515,0,0
36,-0.991778853,-0.837000694,-0.742637849,-0.676233532,-0.625859868,-0.585794378,-0.55286149,-0.525124576,1,0
37,-0.643538133,-0.600029619,-0.564666919,-0.53513447,-0.509956715,-0.48813947,-0.468983468,-0.451979743,0,0
38,0.296368579,0.292049036,0.2879151,0.283953762,0.280153264,0.27650294,0.272993097,0.269614898,1,1
39,0.963795386,0.821362393,0.732074604,0.668414141,0.619742176,0.580825304,0.548714086,0.521590524,0,0
40,0.74511316,0.678054989,0.627279448,0.5869443,0.553819324,0.525939476,0.502025734,0.481202303,1,1
41,-0.158622669,-0.157958317,-0.157302271,-0.156654358,-0.156014412,-0.155382271,-0.154757776,-0.154140775,0,0
42,-0.916521548,-0.793489495,-0.712805007,-0.653958414,-0.608332886,-0.571500218,-0.540894476,-0.514902985,1,0
