2.5156e+05,3.0687,5.9171,3.953,3.5463,2.7917,2.3391,2.2982,2.2451,2.2819,1,0,0
2.5158e+05,3.1453,5.7236,3.9874,3.2209,2.7783,2.3466,2.2851,2.2584,2.2085,1,0,0
2.5159e+05,3.1746,5.6702,3.9978,3.173,2.7257,2.4336,2.2836,2.1825,2.2008,1,0,0
2.5161e+05,3.1969,5.6452,4.0373,3.1342,2.7094,2.4327,2.3012,2.1701,2.1676,1,0,0
2.5163e+05,3.1314,5.6776,4.13,3.0596,2.7286,2.4026,2.3269,2.1932,2.2414,1,0,0
2.5164e+05,3.1302,5.7176,4.1939,3.0936,2.6968,2.342,2.335,2.2098,2.193,1,0,0
2.5166e+05,3.059,5.7579,4.2234,3.0942,2.699,2.3579,2.3382,2.2201,2.2312,1,0,0
2.5167e+05,3.0019,5.8004,4.2258,3.1077,2.7355,2.3837,2.2931,2.1964,2.2309,1,0,0
2.5169e+05,3.0332,5.7356,4.174,3.1319,2.621,2.4018,2.3705,2.2655,2.2328,1,0,0
2.517e+05,3.0258,5.6965,4.1588,3.1351,2.5977,2.3721,2.3314,2.275,2.2438,1,0,0
2.5172e+05,3.0877,5.5774,4.1537,3.0682,2.512,2.4113,2.2261,2.3068,2.2623,1,0,0
2.5173e+05,3.0617,5.5683,4.1667,3.122,2.5175,2.3928,2.1658,2.2207,2.1787,1,0,0
2.5175e+05,3.0387,5.586,4.0774,3.1518,2.4758,2.3896,2.1833,2.2876,2.2083,1,0,0
2.5177e+05,3.1569,5.6641,3.9561,2.991,2.4785,2.1891,2.1413,2.193,2.0941,1,0,0
2.5178e+05,3.2657,5.6791,4.0493,2.9644,2.5829,2.2031,2.1107,2.2561,2.1081,1,0,0
2.518e+05,3.2049,5.6961,4.1454,2.9216,2.6963,2.3397,2.1069,2.2043,2.1249,1,0,0
2.5181e+05,3.0656,5.7414,4.0477,2.9794,2.9586,2.3751,2.1778,2.4042,2.1547,1,0,0
2.5183e+05,3.142,5.7807,4.1143,3.0036,2.8632,2.3501,2.1741,2.3145,2.1961,1,0,0
2.5184e+05,3.3383,5.7527,4.2586,3.0817,2.8446,2.419,2.1816,2.3616,2.1196,1,0,0
2.5186e+05,3.2556,5.8544,4.2058,3.2006,2.8489,2.4502,2.1888,2.3216,2.1097,1,0,0
2.5188e+05,3.2705,5.8779,4.1745,3.2018,2.722,2.45,2.2248,2.3815,2.1391,1,0,0
2.5189e+05,3.2852,5.9367,4.0903,3.1863,2.7343,2.3979,2.2292,2.4176,2.09,1,0,0
2.5191e+05,3.3065,5.9853,4.0865,3.1629,2.8394,2.4004,2.2087,2.3663,2.0993,1,0,0
2.5192e+05,3.3885,6.0282,4.0165,3.0698,2.7984,2.5219,2.1828,2.2848,2.0829,1,0,0
2.5194e+05,3.2942,6.1033,3.9977,3.1762,2.6751,2.452,2.3356,2.1725,2.1265,1,0,0
2.5195e+05,3.1833,6.1897,3.9349,3.2002,2.5574,2.5015,2.3258,2.2889,2.1035,1,0,0
2.5197e+05,3.2129,6.106,3.7529,3.1419,2.5825,2.5329,2.2204,2.1442,2.1673,1,0,0
2.5198e+05,3.218,6.0954,3.7194,3.1301,2.5962,2.5563,2.2638,2.1285,2.1073,1,0,0
2.52e+05,3.3269,6.0299,3.7498,3.1369,2.6572,2.5056,2.2739,2.1653,2.081,1,0,0
2.5202e+05,3.3258,6.0606,3.7256,3.1286,2.7031,2.5218,2.323,2.2277,2.1017,1,0,0
2.5203e+05,3.3212,6.0591,3.7119,3.0988,2.7066,2.5319,2.2868,2.1955,2.1013,1,0,0
2.5205e+05,3.3066,5.9703,3.6348,3.1494,2.8384,2.5979,2.3745,2.2185,2.13,1,0,0
2.5206e+05,3.2412,5.9562,3.6161,3.1381,2.8699,2.5774,2.3285,2.2384,2.1402,1,0,0
2.5208e+05,3.1568,5.8749,3.6747,3.2516,3.1143,2.6696,2.4372,2.1897,2.2256,1,0,0
2.5209e+05,3.1687,5.8283,3.7949,3.4584,3.2958,2.6241,2.2495,2.1944,2.1568,1,0,0
2.5211e+05,3.2445,5.8313,3.8469,3.6055,3.2866,2.5661,2.3692,2.145,2.146,1,0,0
2.5213e+05,3.4443,5.834,3.7988,3.5672,3.2133,2.559,2.4891,2.0792,2.1304,1,0,0
2.5214e+05,3.5783,5.815,3.717,3.4885,3.1829,2.6264,2.3656,2.1888,2.166,1,0,0
2.5216e+05,3.6286,5.8139,3.6791,3.4963,3.192,2.5809,2.3421,2.1393,2.1778,1,0,0
2.5217e+05,3.6106,5.827,3.7237,3.4759,3.2189,2.5317,2.3626,2.1562,2.1739,1,0,0
2.5219e+05,3.483,5.8951,3.7337,3.4599,3.2639,2.5338,2.4183,2.1382,2.089,1,0,0
2.522e+05,3.4801,5.951,3.6966,3.4056,3.2809,2.5155,2.373,2.1595,2.1205,1,0,0
2.5222e+05,3.4238,6.0205,3.6203,3.4447,3.2284,2.5058,2.3362,2.1571,2.1033,1,0,0
2.5223e+05,3.3763,6.0032,3.582,3.4422,3.2344,2.5256,2.366,2.1701,2.0801,1,0,0
2.5225e+05,3.392,6.0105,3.5388,3.4327,3.2853,2.5453,2.3769,2.1746,2.1132,1,0,0
2.5227e+05,3.3728,5.9141,3.4707,3.5157,3.2856,2.5485,2.42,2.1176,2.0421,1,0,0
2.5228e+05,3.4306,5.9168,3.6147,3.4725,3.2441,2.5304,2.3929,2.0575,2.0468,1,0,0
2.523e+05,3.5413,5.8231,3.5924,3.3919,3.2582,2.5749,2.2579,2.1175,2.0564,1,0,0
2.5231e+05,3.7113,5.7651,3.6721,3.6484,3.2599,2.6277,2.2004,2.4182,2.0636,1,0,0
2.5233e+05,3.5194,5.908,3.9124,3.6534,3.372,2.6738,2.3043,2.6685,2.1687,1,0,0
2.5234e+05,3.4582,5.8595,4.0314,3.607,3.3711,2.6929,2.4288,2.6883,2.2565,1,0,0
2.5236e+05,3.4716,5.8521,4.2106,3.6805,3.3263,2.595,2.352,2.7601,2.239,1,0,0
2.5238e+05,3.5213,5.8213,4.2269,3.6749,3.3876,2.5344,2.319,2.7535,2.3396,1,0,0
