2.5e+05,-161,1029,99,-190,981,171,58,1028,116,1,0,0
2.5002e+05,-131,1019,89,-136,972,151,38,1000,106,1,0,0
2.5003e+05,-121,1019,99,-100,981,111,9,990,155,1,0,0
2.5005e+05,-111,1029,69,-81,981,90,29,1000,126,1,0,0
2.5006e+05,-101,1019,59,-81,981,90,0,990,155,1,0,0
2.5008e+05,-90,1039,59,-63,981,90,19,1019,145,1,0,0
2.5009e+05,-90,1039,69,-54,981,90,9,1019,135,1,0,0
2.5011e+05,-101,1029,79,-36,972,70,48,1009,165,1,0,0
2.5013e+05,-101,1029,79,-45,990,60,48,1009,165,1,0,0
2.5014e+05,-50,1068,79,-63,990,90,38,1019,165,1,0,0
2.5016e+05,-121,1078,69,-118,1018,111,48,990,126,1,0,0
2.5017e+05,-161,1029,59,-100,981,101,58,1009,145,1,0,0
2.5019e+05,-141,1029,108,-200,972,131,38,1047,145,1,0,0
2.502e+05,-111,1029,69,-109,981,111,38,1019,97,1,0,0
2.5022e+05,-111,1029,69,-90,972,90,38,1019,97,1,0,0
2.5023e+05,-121,1039,69,-90,981,111,29,1028,116,1,0,0
2.5025e+05,-111,1019,79,-100,981,80,19,1028,116,1,0,0
2.5027e+05,-111,1019,69,-100,981,111,29,1019,106,1,0,0
2.5028e+05,-131,1039,59,-109,972,101,19,1000,165,1,0,0
2.503e+05,-131,1029,69,-118,990,101,29,1038,145,1,0,0
2.5031e+05,-121,1009,79,-100,972,90,19,1000,194,1,0,0
2.5033e+05,-90,1029,89,-54,972,80,19,980,155,1,0,0
2.5034e+05,-50,1049,89,-72,990,111,38,971,135,1,0,0
2.5036e+05,-171,1039,89,-118,1000,121,38,990,155,1,0,0
2.5038e+05,-141,1039,69,-163,981,121,48,1019,145,1,0,0
2.5039e+05,-151,1019,59,-172,972,131,77,1000,165,1,0,0
2.5041e+05,-131,1019,59,-127,972,80,58,1019,126,1,0,0
2.5042e+05,-121,1039,79,-109,981,80,48,990,174,1,0,0
2.5044e+05,-111,1029,69,-90,981,101,48,1028,165,1,0,0
2.5045e+05,-80,1029,99,-81,972,101,38,1038,116,1,0,0
2.5047e+05,-101,1049,79,-81,990,111,9,1047,116,1,0,0
2.5048e+05,-101,1049,59,-109,990,111,0,1038,126,1,0,0
2.505e+05,-121,1039,69,-109,981,90,-19,1019,155,1,0,0
2.5052e+05,-101,1019,49,-127,972,90,9,1000,155,1,0,0
2.5053e+05,-121,1019,79,-118,990,101,9,990,155,1,0,0
2.5055e+05,-121,1009,79,-109,972,111,19,1009,106,1,0,0
2.5056e+05,-131,1019,79,-90,972,90,19,1000,135,1,0,0
2.5058e+05,-121,1019,79,-100,962,101,48,1000,135,1,0,0
2.5059e+05,-111,1029,79,-109,981,111,48,1009,116,1,0,0
2.5061e+05,-111,1039,79,-118,990,90,58,1009,165,1,0,0
